subject,trial,item,dimension,test_form,distractor,choice,accuracy,y_hat,y_pred,pwaic_u,pwaic_c,louo,loco,k_u,k_c
0374obg53yvd969wid8t8a71,1,25,2,2,pd,0.0,1.0,0.9614,0.9648249387328913,0.000514637788789012,0.1212873660272834,-0.036323385121196594,-8.144268948491003,0.12471309717339321,0.214223709687271
0374obg53yvd969wid8t8a71,2,22,2,1,md,0.0,1.0,0.8802,0.883269326652119,0.005302626218213538,0.1212873660272834,-0.1294353577898928,-8.144268948491003,0.10700491100725414,0.214223709687271
0374obg53yvd969wid8t8a71,3,71,2,2,pd,0.0,1.0,0.9473,0.9500980855039408,0.0010072831082596889,0.1212873660272834,-0.05219782755272995,-8.144268948491003,0.1273997138350632,0.214223709687271
0374obg53yvd969wid8t8a71,4,49,2,1,md,0.0,1.0,0.9391,0.9430287889301502,0.0013644900395882453,0.1212873660272834,-0.060023699916111894,-8.144268948491003,0.07987374761156094,0.214223709687271
0374obg53yvd969wid8t8a71,6,34,3,2,pd,0.0,1.0,0.8162,0.8161487814164468,0.012377605425145108,0.1212873660272834,-0.21555917855936535,-8.144268948491003,0.022935741278709745,0.214223709687271
0374obg53yvd969wid8t8a71,7,77,3,2,pd,2.0,0.0,0.9292,0.0670240250485939,0.32377173726413794,0.1212873660272834,-3.0262647373504272,-8.144268948491003,0.16668305324449145,0.214223709687271
0374obg53yvd969wid8t8a71,8,58,3,1,md,0.0,1.0,0.8594,0.8569528854294965,0.007676832070903393,0.1212873660272834,-0.1620623661150269,-8.144268948491003,0.10539930212220384,0.214223709687271
0374obg53yvd969wid8t8a71,9,79,4,2,pd,0.0,1.0,0.771,0.7786957930445828,0.0180776204876408,0.1212873660272834,-0.2682562388656091,-8.144268948491003,-0.025392988393217082,0.214223709687271
0374obg53yvd969wid8t8a71,10,40,4,1,md,0.0,1.0,0.7217,0.7287477727902494,0.027174006230688656,0.1212873660272834,-0.3436871828207657,-8.144268948491003,0.059325507089915325,0.214223709687271
0374obg53yvd969wid8t8a71,11,14,5,1,md,0.0,1.0,0.6538,0.6571965460387945,0.042653069345812464,0.1212873660272834,-0.46257497350958054,-8.144268948491003,0.041538352489265046,0.214223709687271
0374obg53yvd969wid8t8a71,12,63,5,2,pd,0.0,1.0,0.6958,0.6950273419207308,0.03385748334511959,0.1212873660272834,-0.3977862848482001,-8.144268948491003,0.09217341034544486,0.214223709687271
0374obg53yvd969wid8t8a71,13,54,6,2,pd,0.0,1.0,0.714,0.7169223382176902,0.029219119576934457,0.1212873660272834,-0.3621085783403313,-8.144268948491003,0.07326634818828959,0.214223709687271
0374obg53yvd969wid8t8a71,14,44,6,1,md,0.0,1.0,0.4627,0.4628501011975097,0.10243355087942364,0.1212873660272834,-0.8729918365335685,-8.144268948491003,0.13244899637378799,0.214223709687271
0374obg53yvd969wid8t8a71,15,35,8,2,pd,0.0,1.0,0.8225,0.8231280109795103,0.011671544706265743,0.1212873660272834,-0.20634137365555638,-8.144268948491003,-0.026067677763735565,0.214223709687271
0374obg53yvd969wid8t8a71,16,29,7,1,md,1.0,0.0,0.7882,0.2110343350784755,0.2315219549262496,0.1212873660272834,-1.7878655190907118,-8.144268948491003,0.05870630443754254,0.214223709687271
03i65ytrhnqf85c2lvnzb2ov,1,28,2,1,md,1.0,0.0,0.566,0.43565689262544477,0.09124363873078468,0.10595252011918417,-0.9225602604996883,-9.977404022245256,0.06627309591347119,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,2,20,2,2,pd,0.0,1.0,0.8556,0.8583763121037693,0.006353987465375623,0.10595252011918417,-0.15908291602048052,-9.977404022245256,0.18068369785821753,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,3,61,2,2,pd,0.0,1.0,0.8471,0.8454560671194898,0.007492491189260229,0.10595252011918417,-0.1753861019770433,-9.977404022245256,0.08129999767694956,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,4,70,2,1,md,0.0,1.0,0.8491,0.841990326776708,0.008016702815817902,0.10595252011918417,-0.1800212022499057,-9.977404022245256,0.10756025111822881,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,5,15,3,2,pd,0.0,1.0,0.7035,0.7095298317410179,0.024047328203785107,0.10595252011918417,-0.36732570895079597,-9.977404022245256,0.1679678299436933,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,6,34,3,1,md,2.0,0.0,0.3585,0.6362972691879042,0.0390598198599897,0.10595252011918417,-0.4913847407977574,-9.977404022245256,0.10138986017058395,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,7,77,3,1,md,0.0,1.0,0.6275,0.6356864949499471,0.03861678668465815,0.10595252011918417,-0.49181076681955993,-9.977404022245256,0.017197930512519388,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,8,69,3,2,pd,0.0,1.0,0.849,0.8474962797390806,0.007022643147718912,0.10595252011918417,-0.172503028985874,-9.977404022245256,0.0683589789593915,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,9,72,4,1,md,1.0,0.0,0.3775,0.6194838143041145,0.042467119471741116,0.10595252011918417,-0.5215739865074198,-9.977404022245256,0.04133102170504582,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,10,42,4,2,pd,0.0,1.0,0.5839,0.5877351462138215,0.04770349868869962,0.10595252011918417,-0.5793797210013736,-9.977404022245256,0.11822389937167381,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,11,52,5,2,pd,3.0,0.0,0.5235,0.4745460080014478,0.07793122878876174,0.10595252011918417,-0.8237042371967505,-9.977404022245256,0.15251051798863913,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,12,59,5,1,md,0.0,1.0,0.1751,0.17772247287195803,0.18852508235510484,0.10595252011918417,-1.9162329282560968,-9.977404022245256,0.13185640230948634,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,13,54,6,1,md,3.0,0.0,0.2455,0.7546511394933791,0.01776852474892305,0.10595252011918417,-0.2993304407209685,-9.977404022245256,0.12589552177463564,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,14,76,5,2,pd,0.0,1.0,0.5536,0.5505364413964153,0.056312591853350566,0.10595252011918417,-0.6533984570372322,-9.977404022245256,0.08358948324431333,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,15,45,7,1,md,3.0,0.0,0.5699,0.42946674278752833,0.09271680774248113,0.10595252011918417,-0.938378810986892,-9.977404022245256,0.11605252180430396,0.2713345733984141
03i65ytrhnqf85c2lvnzb2ov,16,29,7,2,pd,2.0,0.0,0.688,0.31105955792423634,0.1332741178830369,0.10595252011918417,-1.3014365743750513,-9.977404022245256,0.10751937088163173,0.2713345733984141
06hmew4su9ph9i5gigwdmwr4,1,47,2,2,md,1.0,0.0,0.5021,0.4917205561879131,0.08649677729931282,0.10205666890731216,-0.7970689694294979,-8.099927461094778,0.1360234610742275,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,2,20,2,1,pd,0.0,1.0,0.9524,0.9535526761918527,0.0007709413905061204,0.10205666890731216,-0.04833181178688939,-8.099927461094778,0.09604234974966784,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,3,50,2,1,pd,2.0,0.0,0.9548,0.0495136730075807,0.2914248563287774,0.10205666890731216,-3.2977454962014185,-8.099927461094778,0.1023079726996098,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,4,71,2,2,md,0.0,1.0,0.8888,0.8868454527412155,0.004438619715792218,0.10205666890731216,-0.12452868757663715,-8.099927461094778,-0.012971050964469339,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,5,34,3,2,md,0.0,1.0,0.6484,0.6512502103688371,0.038527795037664916,0.10205666890731216,-0.4675228636725013,-8.099927461094778,0.03065524633762351,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,6,15,3,1,pd,0.0,1.0,0.8882,0.8903639627296821,0.0039682973248666474,0.10205666890731216,-0.12009714698010931,-8.099927461094778,-0.025891006646631097,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,7,16,4,2,md,0.0,1.0,0.8932,0.8948260904883529,0.003797149409212102,0.10205666890731216,-0.11492717860675938,-8.099927461094778,0.03313032101568242,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,8,56,3,1,pd,0.0,1.0,0.8316,0.8289177265693541,0.009637019910660544,0.10205666890731216,-0.19728962350578705,-8.099927461094778,-0.01879889067115923,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,9,60,4,2,md,0.0,1.0,0.6968,0.6903135181098987,0.030529443903117664,0.10205666890731216,-0.4012377666509508,-8.099927461094778,-0.022087803953929425,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,10,40,4,1,pd,0.0,1.0,0.8425,0.8397911410650684,0.008519198330822405,0.10205666890731216,-0.18313907928034112,-8.099927461094778,0.10340841428976597,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,11,59,5,2,md,3.0,0.0,0.4158,0.5822198198378642,0.05863811281411,0.10205666890731216,-0.6000091999552595,-8.099927461094778,0.15909858995278897,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,12,52,5,1,pd,0.0,1.0,0.7849,0.7838254021339457,0.015214999249875108,0.10205666890731216,-0.25882490207489894,-8.099927461094778,0.052701599336821614,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,13,64,6,2,md,0.0,1.0,0.6682,0.6682458624758799,0.034976286432217604,0.10205666890731216,-0.43819188317576874,-8.099927461094778,0.03428815530984189,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,14,44,6,1,pd,0.0,1.0,0.6291,0.6212235066490643,0.0460718966994058,0.10205666890731216,-0.5223277981107852,-8.099927461094778,0.12825121571096995,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,15,35,8,2,md,0.0,1.0,0.6623,0.6617168927970772,0.03665248710672181,0.10205666890731216,-0.44969939859655916,-8.099927461094778,0.04656314357419973,0.193926668768705
06hmew4su9ph9i5gigwdmwr4,16,29,7,1,pd,0.0,1.0,0.8815,0.8800484918825566,0.004836351582635319,0.10205666890731216,-0.13262046654666904,-8.099927461094778,-0.0255654237277188,0.193926668768705
06ul9f2coolrse6pnzjrdmbc,1,25,2,1,pd,0.0,1.0,0.9386,0.9399297383503359,0.0012886006401218472,0.08137039056958047,-0.06323934418992039,-7.613163852015088,0.06571101515247604,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,2,22,2,2,md,0.0,1.0,0.8163,0.8135475237936729,0.011530557036440825,0.08137039056958047,-0.21790904545508027,-7.613163852015088,0.1552371686334742,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,3,70,2,1,pd,0.0,1.0,0.9635,0.9615567472819917,0.0005457547419820141,0.08137039056958047,-0.03974756688036685,-7.613163852015088,0.09123984664410499,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,4,50,2,2,md,0.0,1.0,0.8451,0.8463953745276144,0.007972261090259081,0.08137039056958047,-0.17475563483775325,-7.613163852015088,0.09402200722829418,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,5,31,3,1,pd,0.0,1.0,0.8327,0.8379976312913021,0.00867043291028764,0.08137039056958047,-0.18542549261843888,-7.613163852015088,0.05130601114649424,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,6,11,3,2,md,0.0,1.0,0.6114,0.612065574963308,0.04751566340900761,0.08137039056958047,-0.5385797297963091,-7.613163852015088,0.03318564377628415,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,7,56,3,2,md,2.0,0.0,0.5907,0.409439363338173,0.11262838896815133,0.08137039056958047,-1.0061638723007853,-7.613163852015088,0.05127832830503697,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,8,17,4,1,pd,0.0,1.0,0.7646,0.7617170073837058,0.01832814519045283,0.08137039056958047,-0.2905540959591306,-7.613163852015088,0.06691762814327651,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,9,73,4,1,pd,0.0,1.0,0.7698,0.7663502198726712,0.017978448554421003,0.08137039056958047,-0.2841421104505386,-7.613163852015088,0.10005537855920048,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,10,53,4,2,md,3.0,0.0,0.495,0.5018735172807852,0.08295847993874172,0.08137039056958047,-0.772824761510714,-7.613163852015088,0.09607520580474817,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,11,80,4,2,md,0.0,1.0,0.5349,0.5292260315946427,0.06902189538001498,0.08137039056958047,-0.7055635631030306,-7.613163852015088,0.08477764002626872,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,12,67,5,1,pd,0.0,1.0,0.9138,0.9109501008445579,0.002736775516991802,0.08137039056958047,-0.09600588372952323,-7.613163852015088,0.0702139951123929,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,13,55,6,1,pd,0.0,1.0,0.8274,0.8294545003783756,0.009576883014109156,0.08137039056958047,-0.19658096875498465,-7.613163852015088,0.1330163368024903,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,14,46,6,2,md,1.0,0.0,0.5607,0.4406432070584139,0.10234730136584587,0.08137039056958047,-0.922502153960874,-7.613163852015088,0.0639433558170314,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,15,24,7,2,md,0.0,1.0,0.4592,0.4602993484837175,0.09170346208212131,0.08137039056958047,-0.8678261168288692,-7.613163852015088,0.12769962452535857,0.27275205061933866
06ul9f2coolrse6pnzjrdmbc,16,78,7,1,pd,1.0,0.0,0.6772,0.3298098672249655,0.14100167340023678,0.08137039056958047,-1.2505407191039097,-7.613163852015088,0.04720741926247153,0.27275205061933866
08p6c81b1uflp82myo5nw9dl,1,19,2,1,md,0.0,1.0,0.6121,0.6162487863007459,0.04553576742104569,0.08482951854201824,-0.5298661257553228,-7.923849567512745,0.14646120554622388,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,2,25,2,2,pd,0.0,1.0,0.8977,0.8972228670329676,0.0036373699128421804,0.08482951854201824,-0.11209343474730638,-7.923849567512745,0.17541411785825806,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,3,70,2,2,pd,0.0,1.0,0.9357,0.9329050407641738,0.001586554178827545,0.08482951854201824,-0.07103926237367197,-7.923849567512745,0.09943737630175561,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,4,61,2,1,md,0.0,1.0,0.7481,0.7503518896817527,0.019845708690055745,0.08482951854201824,-0.3071218294734983,-7.923849567512745,0.07054355686370055,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,5,27,3,2,pd,3.0,0.0,0.6851,0.3071256946542084,0.14210200291688257,0.08482951854201824,-1.3230773836636125,-7.923849567512745,0.17896411439000803,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,6,18,3,1,md,3.0,0.0,0.4725,0.5217311165450345,0.06988014692242973,0.08482951854201824,-0.7209000358959425,-7.923849567512745,0.13814559983160224,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,7,16,4,2,pd,0.0,1.0,0.8722,0.8684923453820961,0.005809186044536119,0.08482951854201824,-0.14681760573185976,-7.923849567512745,0.2292156294443109,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,8,69,3,1,md,0.0,1.0,0.7526,0.7528356637924125,0.019708601280168162,0.08482951854201824,-0.30370879756627467,-7.923849567512745,0.17161496766020268,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,9,42,4,1,md,3.0,0.0,0.4412,0.5575050633326923,0.05972593475230804,0.08482951854201824,-0.6444056902970665,-7.923849567512745,0.21800663695724498,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,11,63,5,2,pd,2.0,0.0,0.4346,0.5713664592888612,0.056418062545671784,0.08482951854201824,-0.6164636278024762,-7.923849567512745,0.09550287997863961,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,12,26,5,1,md,2.0,0.0,0.2995,0.701232218740503,0.02802033227795195,0.08482951854201824,-0.3830957500542276,-7.923849567512745,0.21814014500335277,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,13,36,6,1,md,2.0,0.0,0.4266,0.5659137890265302,0.058023094360786606,0.08482951854201824,-0.627724441174685,-7.923849567512745,0.22823027216181535,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,14,54,6,2,pd,0.0,1.0,0.4591,0.45479929929557594,0.08787343461479499,0.08482951854201824,-0.876099144937859,-7.923849567512745,0.090921566642642,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,15,35,8,2,pd,0.0,1.0,0.6099,0.6044134855441844,0.04657846159898037,0.08482951854201824,-0.550294905605675,-7.923849567512745,0.12148994984422842,0.31699122928874846
08p6c81b1uflp82myo5nw9dl,16,29,7,1,md,0.0,1.0,0.5631,0.5514650132931158,0.06089437352002326,0.08482951854201824,-0.6563991761389882,-7.923849567512745,0.2030594295999823,0.31699122928874846
0989ahmna9dulp8bxcoynys0,1,28,2,1,md,0.0,1.0,0.6415,0.6398745186690492,0.03518770537833761,0.09103464114695585,-0.4817812908885184,-8.72976880799624,0.04796318180212027,0.20761572708516174
0989ahmna9dulp8bxcoynys0,2,20,2,2,pd,0.0,1.0,0.8989,0.8938388676659379,0.003326663850441845,0.09103464114695585,-0.11555928967026752,-8.72976880799624,-0.030475932503871435,0.20761572708516174
0989ahmna9dulp8bxcoynys0,3,10,3,1,md,0.0,1.0,0.7173,0.7202958596904974,0.022257767318839855,0.09103464114695585,-0.3504173842168896,-8.72976880799624,0.06751987844388391,0.20761572708516174
0989ahmna9dulp8bxcoynys0,4,50,2,2,pd,0.0,1.0,0.8859,0.8872417598533562,0.003798436137830304,0.09103464114695585,-0.12344172914494322,-8.72976880799624,0.13710473552709532,0.20761572708516174
0989ahmna9dulp8bxcoynys0,5,18,3,2,pd,0.0,1.0,0.6911,0.6936601445145826,0.025141145128232227,0.09103464114695585,-0.3909879356721788,-8.72976880799624,0.0854229435361562,0.20761572708516174
0989ahmna9dulp8bxcoynys0,6,31,3,1,md,1.0,0.0,0.6017,0.3895466801856775,0.10112943217284151,0.09103464114695585,-1.0442847795524752,-8.72976880799624,0.08178069521763562,0.20761572708516174
0989ahmna9dulp8bxcoynys0,7,77,3,1,md,2.0,0.0,0.6971,0.2945809641572382,0.13838610020347322,0.09103464114695585,-1.3609702303661315,-8.72976880799624,0.2055191376828045,0.20761572708516174
0989ahmna9dulp8bxcoynys0,8,69,3,2,pd,0.0,1.0,0.8853,0.8851725284964627,0.0038222653872826856,0.09103464114695585,-0.1257985763517837,-8.72976880799624,0.10228622654857465,0.20761572708516174
0989ahmna9dulp8bxcoynys0,9,42,4,2,pd,0.0,1.0,0.664,0.6616495497528323,0.031444875924684534,0.09103464114695585,-0.4445821252030626,-8.72976880799624,0.10368174279228366,0.20761572708516174
0989ahmna9dulp8bxcoynys0,10,60,4,1,md,0.0,1.0,0.4869,0.48306282885301444,0.07099300239566479,0.09103464114695585,-0.7987456682604641,-8.72976880799624,-0.018074698762089135,0.20761572708516174
0989ahmna9dulp8bxcoynys0,11,59,5,1,md,1.0,0.0,0.236,0.771275324999464,0.0155623504173104,0.09103464114695585,-0.27533136005079584,-8.72976880799624,0.1302372518409589,0.20761572708516174
0989ahmna9dulp8bxcoynys0,12,52,5,2,pd,0.0,1.0,0.6085,0.6027469449942712,0.04214819365722828,0.09103464114695585,-0.5485500846720619,-8.72976880799624,0.09042116884955835,0.20761572708516174
0989ahmna9dulp8bxcoynys0,13,44,6,2,pd,3.0,0.0,0.4063,0.5926916084971956,0.046927200753136895,0.09103464114695585,-0.5702579706477628,-8.72976880799624,0.03721127263272099,0.20761572708516174
0989ahmna9dulp8bxcoynys0,14,64,6,1,md,3.0,0.0,0.4577,0.5422322196481701,0.058519010668623674,0.09103464114695585,-0.6709094441379335,-8.72976880799624,0.18535677249468052,0.20761572708516174
0989ahmna9dulp8bxcoynys0,15,24,7,2,pd,3.0,0.0,0.555,0.4571399346665551,0.07997007334289852,0.09103464114695585,-0.8630414045275128,-8.72976880799624,0.11209194457314829,0.20761572708516174
0989ahmna9dulp8bxcoynys0,16,45,7,1,md,0.0,1.0,0.6457,0.6455704509115009,0.03432312613070994,0.09103464114695585,-0.47203556722742057,-8.72976880799624,0.07468971397754677,0.20761572708516174
0cuzisrtq2cdt8h5b4myuyfg,1,22,2,2,md,0.0,1.0,0.9118,0.9123326489148287,0.003182807896497252,0.13441947271714083,-0.09493714477913606,-3.6107350512144407,0.10300787835424467,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,2,39,2,1,pd,0.0,1.0,0.9023,0.9040837331843866,0.0036888150773525742,0.13441947271714083,-0.10452644883545581,-3.6107350512144407,0.17919933842533753,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,3,71,2,1,pd,0.0,1.0,0.9616,0.9633665984257099,0.0005679319362771057,0.13441947271714083,-0.03788935197243326,-3.6107350512144407,0.09392542790668375,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,4,61,2,2,md,0.0,1.0,0.9254,0.9271843451983963,0.0022004919807315382,0.13441947271714083,-0.07780493274063538,-3.6107350512144407,0.03700863287496903,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,5,15,3,2,md,0.0,1.0,0.8465,0.8492957422729234,0.009073930061537519,0.13441947271714083,-0.17244308143428633,-3.6107350512144407,0.09554171881820607,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,6,31,3,1,pd,0.0,1.0,0.9237,0.9254571738745946,0.0022015022794732355,0.13441947271714083,-0.07967046580402481,-3.6107350512144407,0.050940745104242756,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,7,17,4,1,pd,0.0,1.0,0.8865,0.8839577724083348,0.005244657211542091,0.13441947271714083,-0.12859798997348193,-3.6107350512144407,0.03729653705985102,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,8,69,3,2,md,0.0,1.0,0.9296,0.9281339164683963,0.0021358868294466234,0.13441947271714083,-0.07671699353083739,-3.6107350512144407,0.15311645944138175,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,9,53,4,2,md,1.0,0.0,0.7018,0.29965823132554426,0.19490547451386792,0.13441947271714083,-1.4020000928242649,-3.6107350512144407,0.18520756779040076,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,10,73,4,1,pd,0.0,1.0,0.8879,0.8866704969872066,0.0050774555995501845,0.13441947271714083,-0.12536742618351937,-3.6107350512144407,0.11214233441615833,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,11,63,5,1,pd,0.0,1.0,0.762,0.7566153908213632,0.022785352769765378,0.13441947271714083,-0.3017657975892405,-3.6107350512144407,0.05441237202119582,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,12,80,4,2,md,0.0,1.0,0.7331,0.725729759910981,0.028763946035591875,0.13441947271714083,-0.3494479372286321,-3.6107350512144407,0.023696404032413954,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,13,76,5,2,md,0.0,1.0,0.7338,0.7387980218235046,0.026277284532870926,0.13441947271714083,-0.3291180112663259,-3.6107350512144407,0.08910963416724935,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,14,54,6,1,pd,0.0,1.0,0.772,0.7757158358938716,0.01941272007535512,0.13441947271714083,-0.2734551397279663,-3.6107350512144407,0.15042613999972215,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,15,30,7,2,md,0.0,1.0,0.8745,0.8717536788752501,0.006330529331773836,0.13441947271714083,-0.143587915949416,-3.6107350512144407,0.0175711286530915,0.1644937645671688
0cuzisrtq2cdt8h5b4myuyfg,16,45,7,1,pd,0.0,1.0,0.9379,0.9353130809744405,0.0017260049604409025,0.13441947271714083,-0.0686012815553827,-3.6107350512144407,0.1738967001689687,0.1644937645671688
0fselly2tqqo5o2nhqub0t9c,1,25,2,2,md,0.0,1.0,0.9088,0.9080828548780085,0.002940258838087169,0.08624773846191063,-0.09936352831950579,-7.131199205731884,0.15378080309615805,0.24400987712870315
0fselly2tqqo5o2nhqub0t9c,2,6,2,1,md,0.0,1.0,0.8562,0.8562436378628934,0.006887147031125895,0.08624773846191063,-0.1620993002633604,-7.131199205731884,0.10493325314256963,0.24400987712870315
0fselly2tqqo5o2nhqub0t9c,3,50,2,1,pd,0.0,1.0,0.9454,0.9436901923712084,0.0011169341083922583,0.08624773846191063,-0.05907473977726596,-7.131199205731884,0.07781415809335848,0.24400987712870315
