"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[78]",-1.5170539019991,0.0144528760631187,0.561843587609067,-2.85914501079731,-1.78490164694339,-1.42213997208177,-1.13698293237733,-0.712330554550761,1511.20123597239,1.00059351630853
"alpha[79]",1.60863057535758,0.0326953487058178,1.78153900907015,-1.14699226574064,0.325170133435918,1.34822497598773,2.69751585479721,5.52422673062969,2969.05829870598,1.00046364215775
"alpha[80]",-4.0392180185655,0.0254638402525216,1.20054606872136,-6.85449802178102,-4.71420814836888,-3.87198199743598,-3.18008931630064,-2.1519876424112,2222.84846795951,1.00010352089048
"gamma[1]",0.877739321922474,0.00562362096942209,0.305103583654007,0.435296892245167,0.662045182238298,0.825623969246235,1.03691465065669,1.60593323283097,2943.4897932058,1.00107720607428
"gamma[2]",1.20387403965261,0.0106413471456011,0.519474344724226,0.427115438705898,0.839259477836073,1.13102696391328,1.47732088974927,2.38032086047771,2383.06004706094,1.00102036684363
"gamma[3]",0.676104308329899,0.00675004493380928,0.379625120010043,0.17929174030201,0.404049792363219,0.602256356057237,0.864769112970387,1.60475778541337,3162.98080772065,1.00111596398518
"gamma[4]",1.42120896252479,0.0243614551382313,1.15306177349034,0.39663863123914,0.79780198271008,1.15828509801037,1.68366035685566,4.01918489440459,2240.26140948693,1.00099517290996
"gamma[5]",1.8370740059382,0.0216392179504253,1.02164332778632,0.669330470366484,1.21322690944443,1.60918680027647,2.1811729102559,4.33410388752969,2229.02779388254,1.00139041252672
"gamma[6]",2.627394056225,0.0612232141482371,2.61222922795682,0.582811688749109,1.3019531712509,1.97797656742272,3.07168684088087,8.51531946593547,1820.49846549701,1.00085827578674
"gamma[7]",1.37811136531464,0.0152989688074744,0.67294929821133,0.459882919109094,0.929112023293203,1.26575811727209,1.67578587555492,2.9559981928401,1934.81912144398,0.99997593891402
"gamma[8]",0.414026464430916,0.00289688163745928,0.158516855452477,0.179648182947023,0.298303419607405,0.389618377669358,0.503233948946163,0.793155574445819,2994.25921799646,0.999881999243446
"gamma[9]",0.868001820138977,0.0104800034975741,0.505441313989076,0.224969411399778,0.533252575548338,0.785173013223535,1.0917401157429,1.95941049940113,2326.04771872259,0.999637124489816
"gamma[10]",0.885787041897363,0.0139806411127122,0.665362851752063,0.296853150054407,0.548090388721893,0.74569775018042,1.03747784339143,2.21154293528725,2264.97245590482,1.00065721541115
"gamma[11]",0.796199550474702,0.00709908147156395,0.391400463045965,0.20177373415692,0.518194983057402,0.7466698955903,1.01007087937652,1.6899993609014,3039.75337684523,1.00086148649121
"gamma[12]",1.23283305456516,0.0121502638710209,0.617324883383322,0.496625066673336,0.83215011912321,1.09989037075027,1.47249109680892,2.71841166769217,2581.40499805768,1.00096042506382
"gamma[13]",1.00446793553392,0.00825226421278913,0.42553125286264,0.318190151793359,0.699437682074836,0.952640565037724,1.25122161668594,1.98062554710749,2658.98982510836,0.999538133572784
"gamma[14]",0.834042871498696,0.0112410285214461,0.540592098596036,0.244860686269125,0.513729182439869,0.727304675974774,1.02715163905972,2.05733158912421,2312.74253526143,1.00009318567067
"gamma[15]",1.15221189437101,0.00929157213432468,0.441011336775787,0.448271974713959,0.841861908798151,1.10144637151604,1.40740149136592,2.14409885316265,2252.79203381169,1.00011148442848
"gamma[16]",0.703784002668565,0.00680807467066105,0.306261143915794,0.195556265010811,0.483646871782394,0.671467119418064,0.88860652899971,1.37964141448525,2023.64896765557,1.00102638103443
"gamma[17]",5.18449471064171,0.0882427893988099,4.00517903950932,1.65210946757564,2.92419025582384,4.14467298090165,6.04732206710468,15.3475034561602,2060.0862979375,1.00161013321993
"gamma[18]",0.717941909299757,0.00560416810901123,0.276600814499677,0.285831548668889,0.517834499890941,0.679557114101537,0.883248477693711,1.36553104076232,2436.04103930532,1.00068460714249
"gamma[19]",2.39213799523543,0.0684693920151359,2.42085154917548,0.711999241660935,1.37832899097466,1.90829159966204,2.75534009710874,6.89458290642632,1250.09602473491,1.00203949556947
"gamma[20]",0.723096115931292,0.00647958512717881,0.33917596114714,0.19444005187985,0.475245960088625,0.683951894890712,0.924933718862736,1.47841660940001,2740.03259372503,1.00007698892263
"gamma[21]",1.31270398735272,0.0103151626957992,0.489495274437941,0.528551608039138,0.966416172109176,1.25208578166627,1.57491291987134,2.47854610932364,2251.87791924361,1.00070555552804
"gamma[22]",1.70998634804422,0.0195696924138498,0.780655105475494,0.664271416602947,1.2006259557138,1.55627540216463,2.04404481952871,3.65297232368867,1591.2939414006,1.00382099612499
"gamma[23]",0.948448875204663,0.00696019837396093,0.355697246233368,0.434685292589782,0.695291043768014,0.885502569721732,1.13698046655518,1.83324704094884,2611.66681341028,1.00103060920391
"gamma[24]",1.25148731622465,0.00927466588999884,0.489088965405795,0.48948441256903,0.901537391342025,1.19772372983803,1.51854541251453,2.4343912845039,2780.86036366776,1.00101049517007
"gamma[25]",1.73755330014423,0.0123804179594212,0.675750554097847,0.737855760681756,1.26617650149359,1.62333222317436,2.07998372975088,3.36702894735583,2979.21748226484,0.99936222795943
"gamma[26]",2.53545208172025,0.0488163342141419,1.81956731406134,0.870448363907486,1.55281082916853,2.10493358123733,2.89820669514223,6.83574811332779,1389.33163984938,1.00021136627919
"gamma[27]",0.66230754192319,0.00613785412056796,0.297870299264116,0.17926568836156,0.440631432026211,0.633133297174298,0.851228830105715,1.31210010197971,2355.16467611667,1.00135493636121
"gamma[28]",0.966274405490284,0.00878322394618935,0.509601630123313,0.329402733868768,0.638102737392564,0.871968203753331,1.19186140446431,2.15243658961463,3366.30688149885,0.999745712808136
